id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W35,71,Doctor,65,H65,52,1,H65,52,1,Unmatched,0,0,Unmatched,0,0,H65,52,1,H65,52,1,0,0,193,193,0,0
W80,71,Doctor,66,H61,192,3,H61,192,3,Unmatched,0,0,Unmatched,0,0,H61,192,3,H61,192,3,13,13,193,193,0,0
W71,71,Doctor,67,H169,176,-1,H169,176,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,21,21,193,193,0,0
W127,71,Doctor,68,H129,116,3,H129,116,3,Unmatched,0,0,Unmatched,0,0,H129,116,3,H129,116,3,1,1,193,193,0,0
W138,71,Doctor,69,H155,15,2,H155,15,2,Unmatched,0,0,Unmatched,0,0,H155,15,2,H155,15,2,0,0,194,194,0,0
W117,71,Doctor,70,H197,73,2,H197,73,2,Unmatched,0,0,Unmatched,0,0,H197,73,2,H197,73,2,0,0,193,193,0,0
W55,71,Doctor,71,H159,37,2,H159,37,2,Unmatched,0,0,Unmatched,0,0,H159,37,2,H159,37,2,0,0,193,193,0,0
W123,71,Doctor,72,H52,172,-1,H52,172,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
W17,71,Doctor,73,H88,77,1,H88,77,1,Unmatched,0,0,Unmatched,0,0,H88,77,1,H88,77,1,0,0,193,193,0,0
W179,71,Doctor,74,H34,23,2,H34,23,2,Unmatched,0,0,Unmatched,0,0,H34,23,2,H34,23,2,0,0,193,193,0,0
W108,71,Doctor,75,H106,90,4,H106,90,4,Unmatched,0,0,Unmatched,0,0,H106,90,4,H106,90,4,0,0,194,194,0,0
W73,71,Doctor,76,H133,131,1,H133,131,1,Unmatched,0,0,Unmatched,0,0,H133,131,1,H133,131,1,2,2,193,193,0,0
W18,71,Doctor,77,H123,50,2,H123,50,2,Unmatched,0,0,Unmatched,0,0,H123,50,2,H123,50,2,0,0,194,194,0,0
W95,71,Doctor,78,H23,5,1,H23,5,1,H23,5,1,H23,5,1,H23,5,1,H23,5,1,0,0,0,0,0,0
W147,71,Doctor,79,H43,139,-1,H43,139,-1,H152,5,1,H152,5,1,Unmatched,0,0,Unmatched,0,0,19,19,0,0,0,0
W23,71,Doctor,80,H42,180,-1,H42,180,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,18,18,193,193,0,0
W70,71,Doctor,81,H179,43,2,H179,43,2,Unmatched,0,0,Unmatched,0,0,H179,43,2,H179,43,2,0,0,193,193,0,0
W59,71,Doctor,82,H181,115,3,H181,115,3,Unmatched,0,0,Unmatched,0,0,H181,115,3,H181,115,3,0,0,193,193,0,0
W107,71,Doctor,83,H146,175,-1,H146,175,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,19,19,193,193,0,0
W22,71,Doctor,84,H21,10,1,H21,10,1,Unmatched,0,0,Unmatched,0,0,H21,10,1,H21,10,1,0,0,194,194,0,0
W162,71,Doctor,85,H5,95,3,H5,95,3,Unmatched,0,0,Unmatched,0,0,H5,95,3,H5,95,3,0,0,193,193,0,0
W21,71,Doctor,86,H55,186,-1,H55,186,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,20,20,193,193,0,0
W14,71,Doctor,87,H118,160,4,H118,160,4,Unmatched,0,0,Unmatched,0,0,H118,160,4,H118,160,4,7,7,194,194,0,0
W16,71,Doctor,88,H196,51,3,H196,51,3,Unmatched,0,0,Unmatched,0,0,H196,51,3,H196,51,3,0,0,194,194,0,0
W145,71,Doctor,89,H187,96,3,H187,96,3,Unmatched,0,0,Unmatched,0,0,H187,96,3,H187,96,3,0,0,193,193,0,0
W115,71,Doctor,90,H45,51,1,H45,51,1,Unmatched,0,0,Unmatched,0,0,H45,51,1,H45,51,1,0,0,193,193,0,0
W4,71,Doctor,91,H51,38,2,H51,38,2,Unmatched,0,0,Unmatched,0,0,H51,38,2,H51,38,2,0,0,193,193,0,0
W96,71,Doctor,92,H25,15,1,H25,15,1,Unmatched,0,0,Unmatched,0,0,H25,15,1,H25,15,1,0,0,193,193,0,0
W163,71,Doctor,93,H142,151,-1,H142,151,-1,Unmatched,0,0,Unmatched,0,0,H195,198,3,H195,198,3,14,14,193,193,0,0
W166,71,Doctor,94,H11,75,3,H11,75,3,Unmatched,0,0,Unmatched,0,0,H11,75,3,H11,75,3,0,0,194,194,0,0
W27,71,Doctor,95,H166,54,1,H166,54,1,Unmatched,0,0,Unmatched,0,0,H166,54,1,H166,54,1,0,0,194,194,0,0
W57,71,Doctor,96,H87,119,2,H87,119,2,Unmatched,0,0,Unmatched,0,0,H87,119,2,H87,119,2,0,0,193,193,0,0
W193,71,Doctor,97,H139,150,5,H139,150,5,Unmatched,0,0,Unmatched,0,0,H139,150,5,H139,150,5,6,6,193,193,0,0
W101,71,Doctor,98,H29,139,5,H29,139,5,Unmatched,0,0,Unmatched,0,0,H29,139,5,H29,139,5,4,4,194,194,0,0
W60,71,Doctor,99,H40,137,-1,H40,137,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,21,21,193,193,0,0
W88,71,Doctor,100,H172,3,1,H172,3,1,H172,3,1,H172,3,1,H172,3,1,H172,3,1,0,0,0,0,0,0
W92,71,Doctor,101,H30,145,3,H30,145,3,Unmatched,0,0,Unmatched,0,0,H30,145,3,H30,145,3,4,4,194,194,0,0
W197,71,Doctor,102,H163,154,3,H163,154,3,Unmatched,0,0,Unmatched,0,0,H163,154,3,H163,154,3,6,6,193,193,0,0
W159,71,Doctor,103,H77,194,-1,H77,194,-1,H46,5,-1,H46,5,-1,H55,187,5,H55,187,5,12,12,0,0,0,0
W110,71,Doctor,104,H54,171,4,H54,171,4,Unmatched,0,0,Unmatched,0,0,H54,171,4,H54,171,4,8,8,193,193,0,0
W195,71,Doctor,105,H199,83,5,H199,83,5,Unmatched,0,0,Unmatched,0,0,H199,83,5,H199,83,5,0,0,194,194,0,0
W181,71,Doctor,106,H104,139,-1,H104,139,-1,Unmatched,0,0,Unmatched,0,0,H52,174,2,H52,174,2,8,8,193,193,0,0
W75,71,Doctor,107,H128,51,1,H128,51,1,Unmatched,0,0,Unmatched,0,0,H128,51,1,H128,51,1,0,0,194,194,0,0
W13,71,Doctor,108,H126,16,2,H126,16,2,Unmatched,0,0,Unmatched,0,0,H126,16,2,H126,16,2,0,0,193,193,0,0
W111,71,Doctor,109,H194,29,1,H194,29,1,Unmatched,0,0,Unmatched,0,0,H194,29,1,H194,29,1,0,0,193,193,0,0
W132,71,Doctor,110,H177,163,4,H177,163,4,Unmatched,0,0,Unmatched,0,0,H177,163,4,H177,163,4,7,7,193,193,0,0
W167,71,Doctor,111,H109,105,-1,H109,105,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,23,23,194,194,0,0
W192,71,Doctor,112,H135,111,2,H135,111,2,Unmatched,0,0,Unmatched,0,0,H135,111,2,H135,111,2,0,0,193,193,0,0
W91,71,Doctor,113,H86,24,1,H86,24,1,Unmatched,0,0,Unmatched,0,0,H86,24,1,H86,24,1,0,0,193,193,0,0
W82,71,Doctor,114,H152,6,1,H152,6,1,Unmatched,0,0,Unmatched,0,0,H152,6,1,H152,6,1,0,0,194,194,0,0
W131,71,Doctor,115,H185,21,2,H185,21,2,Unmatched,0,0,Unmatched,0,0,H185,21,2,H185,21,2,0,0,193,193,0,0
W171,71,Doctor,116,H130,42,1,H130,42,1,Unmatched,0,0,Unmatched,0,0,H130,42,1,H130,42,1,0,0,193,193,0,0
W33,71,Doctor,117,H38,38,2,H38,38,2,Unmatched,0,0,Unmatched,0,0,H38,38,2,H38,38,2,0,0,193,193,0,0
W89,71,Doctor,118,H188,65,1,H188,65,1,Unmatched,0,0,Unmatched,0,0,H188,65,1,H188,65,1,0,0,193,193,0,0
W98,71,Doctor,119,H160,51,1,H160,51,1,Unmatched,0,0,Unmatched,0,0,H160,51,1,H160,51,1,0,0,194,194,0,0
W130,71,Doctor,120,H174,93,2,H174,93,2,Unmatched,0,0,Unmatched,0,0,H174,93,2,H174,93,2,0,0,194,194,0,0
W83,71,Doctor,121,H158,32,2,H158,32,2,Unmatched,0,0,Unmatched,0,0,H158,32,2,H158,32,2,0,0,193,193,0,0
W10,71,Doctor,122,H46,7,1,H46,7,1,Unmatched,0,0,Unmatched,0,0,H46,7,1,H46,7,1,0,0,194,194,0,0
W185,71,Doctor,123,H59,130,-1,H59,130,-1,Unmatched,0,0,Unmatched,0,0,H104,131,3,H104,131,3,2,2,194,194,0,0
W178,71,Doctor,124,H24,32,2,H24,32,2,Unmatched,0,0,Unmatched,0,0,H24,32,2,H24,32,2,0,0,193,193,0,0
W199,71,Doctor,125,H15,86,2,H15,86,2,Unmatched,0,0,Unmatched,0,0,H15,86,2,H15,86,2,0,0,193,193,0,0
W58,71,Doctor,126,H117,73,3,H117,73,3,Unmatched,0,0,Unmatched,0,0,H117,73,3,H117,73,3,0,0,193,193,0,0
W28,71,Doctor,127,H19,25,2,H19,25,2,Unmatched,0,0,Unmatched,0,0,H19,25,2,H19,25,2,0,0,194,194,0,0
W184,71,Doctor,128,H120,169,-1,H120,169,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,193,193,0,0
W112,71,Doctor,129,H92,139,4,H92,139,4,Unmatched,0,0,Unmatched,0,0,H92,139,4,H92,139,4,4,4,193,193,0,0
W87,71,Doctor,130,H56,200,-1,H56,200,-1,Unmatched,0,0,Unmatched,0,0,H47,197,5,H47,197,5,14,14,194,194,0,0
W170,71,Doctor,131,H168,178,-1,H168,178,-1,Unmatched,0,0,Unmatched,0,0,H93,188,4,H93,188,4,12,12,193,193,0,0
W65,71,Doctor,132,H198,165,2,H198,165,2,Unmatched,0,0,Unmatched,0,0,H198,165,2,H198,165,2,8,8,194,194,0,0
W9,71,Doctor,133,H49,12,2,H49,12,2,Unmatched,0,0,Unmatched,0,0,H49,12,2,H49,12,2,0,0,194,194,0,0
W68,71,Doctor,134,H1,116,4,H1,116,4,Unmatched,0,0,Unmatched,0,0,H1,116,4,H1,116,4,0,0,193,193,0,0
W200,71,Doctor,135,H8,111,4,H8,111,4,Unmatched,0,0,Unmatched,0,0,H8,111,4,H8,111,4,1,1,193,193,0,0
W187,71,Doctor,136,H176,119,5,H176,119,5,Unmatched,0,0,Unmatched,0,0,H176,119,5,H176,119,5,0,0,194,194,0,0
W114,71,Doctor,137,H93,188,4,H93,188,4,Unmatched,0,0,Unmatched,0,0,H42,178,3,H42,178,3,10,10,194,194,0,0
W86,71,Doctor,138,H28,77,3,H28,77,3,Unmatched,0,0,Unmatched,0,0,H28,77,3,H28,77,3,0,0,193,193,0,0
W81,71,Doctor,139,H116,139,4,H116,139,4,Unmatched,0,0,Unmatched,0,0,H116,139,4,H116,139,4,2,2,194,194,0,0
W175,71,Doctor,140,H173,183,-1,H173,183,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
W76,71,Doctor,141,H81,91,4,H81,91,4,Unmatched,0,0,Unmatched,0,0,H81,91,4,H81,91,4,0,0,194,194,0,0
W116,71,Doctor,142,H26,192,-1,H26,192,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
W174,71,Doctor,143,H13,171,-1,H13,171,-1,Unmatched,0,0,Unmatched,0,0,H76,174,5,H76,174,5,9,9,194,194,0,0
W53,71,Doctor,144,H76,170,-1,H76,170,-1,Unmatched,0,0,Unmatched,0,0,H169,179,5,H169,179,5,10,10,194,194,0,0
W11,71,Doctor,145,H83,143,2,H83,143,2,Unmatched,0,0,Unmatched,0,0,H83,143,2,H83,143,2,3,3,193,193,0,0
W190,71,Doctor,146,H110,106,2,H110,106,2,Unmatched,0,0,Unmatched,0,0,H110,106,2,H110,106,2,0,0,194,194,0,0
W84,71,Doctor,147,H95,199,-1,H95,199,-1,Unmatched,0,0,Unmatched,0,0,H26,191,3,H26,191,3,13,13,193,193,0,0
W30,71,Doctor,148,H7,123,2,H7,123,2,Unmatched,0,0,Unmatched,0,0,H7,123,2,H7,123,2,1,1,194,194,0,0
W51,71,Doctor,149,H192,71,1,H192,71,1,Unmatched,0,0,Unmatched,0,0,H192,71,1,H192,71,1,0,0,194,194,0,0
W5,71,Doctor,150,H96,117,2,H96,117,2,Unmatched,0,0,Unmatched,0,0,H96,117,2,H96,117,2,0,0,193,193,0,0
W129,71,Doctor,151,H171,171,3,H171,171,3,Unmatched,0,0,Unmatched,0,0,H171,171,3,H171,171,3,8,8,193,193,0,0
W39,71,Doctor,152,H154,31,1,H154,31,1,Unmatched,0,0,Unmatched,0,0,H154,31,1,H154,31,1,0,0,193,193,0,0
W49,71,Doctor,153,H27,184,5,H27,184,5,Unmatched,0,0,Unmatched,0,0,H27,184,5,H27,184,5,12,12,193,193,0,0
W198,71,Doctor,154,H103,11,1,H103,11,1,Unmatched,0,0,Unmatched,0,0,H103,11,1,H103,11,1,0,0,193,193,0,0
W40,71,Doctor,155,H62,38,1,H62,38,1,Unmatched,0,0,Unmatched,0,0,H62,38,1,H62,38,1,0,0,193,193,0,0
W94,71,Doctor,156,H107,54,3,H107,54,3,Unmatched,0,0,Unmatched,0,0,H107,54,3,H107,54,3,0,0,194,194,0,0
W142,71,Doctor,157,H112,144,5,H112,144,5,Unmatched,0,0,Unmatched,0,0,H112,144,5,H112,144,5,4,4,193,193,0,0
W103,71,Doctor,158,H157,160,3,H157,160,3,Unmatched,0,0,Unmatched,0,0,H157,160,3,H157,160,3,7,7,193,193,0,0
W119,71,Doctor,159,H2,164,3,H2,164,3,Unmatched,0,0,Unmatched,0,0,H2,164,3,H2,164,3,7,7,194,194,0,0
W100,71,Doctor,160,H79,94,5,H79,94,5,Unmatched,0,0,Unmatched,0,0,H79,94,5,H79,94,5,0,0,193,193,0,0
W161,71,Doctor,161,H127,150,4,H127,150,4,Unmatched,0,0,Unmatched,0,0,H127,150,4,H127,150,4,6,6,194,194,0,0
W104,71,Doctor,162,H132,127,-1,H132,127,-1,Unmatched,0,0,Unmatched,0,0,H146,174,5,H146,174,5,8,8,193,193,0,0
W46,71,Doctor,163,H69,127,2,H69,127,2,Unmatched,0,0,Unmatched,0,0,H69,127,2,H69,127,2,2,2,193,193,0,0
W42,71,Doctor,164,H3,118,2,H3,118,2,Unmatched,0,0,Unmatched,0,0,H3,118,2,H3,118,2,1,1,193,193,0,0
W79,71,Doctor,165,H108,172,-1,H108,172,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,20,20,194,194,0,0
W45,71,Doctor,166,H191,62,2,H191,62,2,Unmatched,0,0,Unmatched,0,0,H191,62,2,H191,62,2,0,0,193,193,0,0
W141,71,Doctor,167,H153,162,4,H153,162,4,Unmatched,0,0,Unmatched,0,0,H153,162,4,H153,162,4,7,7,194,194,0,0
W105,71,Doctor,168,H141,129,3,H141,129,3,Unmatched,0,0,Unmatched,0,0,H141,129,3,H141,129,3,1,1,193,193,0,0
W36,71,Doctor,169,H78,143,2,H78,143,2,Unmatched,0,0,Unmatched,0,0,H40,135,1,H40,135,1,2,2,193,193,0,0
W157,71,Doctor,170,H145,110,3,H145,110,3,Unmatched,0,0,Unmatched,0,0,H145,110,3,H145,110,3,0,0,193,193,0,0
W125,71,Doctor,171,H195,198,-1,H195,198,-1,Unmatched,0,0,Unmatched,0,0,H99,133,4,H99,133,4,2,2,194,194,0,0
W32,71,Doctor,172,H122,190,3,H122,190,3,Unmatched,0,0,Unmatched,0,0,H122,190,3,H122,190,3,13,13,194,194,0,0
W173,71,Doctor,173,H178,98,1,H178,98,1,Unmatched,0,0,Unmatched,0,0,H178,98,1,H178,98,1,0,0,193,193,0,0
W186,71,Doctor,174,H180,87,-1,H180,87,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,18,18,194,194,0,0
W152,71,Doctor,175,H111,146,3,H111,146,3,Unmatched,0,0,Unmatched,0,0,H111,146,3,H111,146,3,6,6,194,194,0,0
W182,71,Doctor,176,H119,141,5,H119,141,5,Unmatched,0,0,Unmatched,0,0,H89,137,4,H89,137,4,2,2,194,194,0,0
W160,71,Doctor,177,H33,4,1,H33,4,1,H33,4,1,H33,4,1,H33,4,1,H33,4,1,0,0,0,0,0,0
W139,71,Doctor,178,H162,168,4,H162,168,4,Unmatched,0,0,Unmatched,0,0,H162,168,4,H162,168,4,7,7,194,194,0,0
W25,71,Doctor,179,H150,80,5,H150,80,5,Unmatched,0,0,Unmatched,0,0,H150,80,5,H150,80,5,0,0,194,194,0,0
W48,71,Doctor,180,H99,132,4,H99,132,4,Unmatched,0,0,Unmatched,0,0,H180,68,3,H180,68,3,0,0,193,193,0,0
W77,71,Doctor,181,H131,92,5,H131,92,5,Unmatched,0,0,Unmatched,0,0,H131,92,5,H131,92,5,0,0,194,194,0,0
W50,71,Doctor,182,H84,56,1,H84,56,1,Unmatched,0,0,Unmatched,0,0,H84,56,1,H84,56,1,0,0,193,193,0,0
W26,71,Doctor,183,H58,125,2,H58,125,2,Unmatched,0,0,Unmatched,0,0,H58,125,2,H58,125,2,1,1,193,193,0,0
W133,71,Doctor,184,H82,10,1,H82,10,1,Unmatched,0,0,Unmatched,0,0,H82,10,1,H82,10,1,0,0,193,193,0,0
W29,71,Doctor,185,H114,137,5,H114,137,5,Unmatched,0,0,Unmatched,0,0,H114,137,5,H114,137,5,3,3,193,193,0,0
W90,71,Doctor,186,H66,189,3,H66,189,3,Unmatched,0,0,Unmatched,0,0,H173,185,1,H173,185,1,12,12,194,194,0,0
W69,71,Doctor,187,H37,124,3,H37,124,3,Unmatched,0,0,Unmatched,0,0,H37,124,3,H37,124,3,1,1,193,193,0,0
W109,71,Doctor,188,H165,85,3,H165,85,3,Unmatched,0,0,Unmatched,0,0,H165,85,3,H165,85,3,0,0,193,193,0,0
W155,71,Doctor,189,H50,112,1,H50,112,1,Unmatched,0,0,Unmatched,0,0,H50,112,1,H50,112,1,0,0,194,194,0,0
W99,71,Doctor,190,H115,157,2,H115,157,2,Unmatched,0,0,Unmatched,0,0,H115,157,2,H115,157,2,6,6,193,193,0,0
W140,71,Doctor,191,H47,197,-1,H47,197,-1,Unmatched,0,0,Unmatched,0,0,H94,196,5,H94,196,5,14,14,193,193,0,0
W15,71,Doctor,192,H151,39,1,H151,39,1,Unmatched,0,0,Unmatched,0,0,H151,39,1,H151,39,1,0,0,194,194,0,0
W3,71,Doctor,193,H4,43,2,H4,43,2,Unmatched,0,0,Unmatched,0,0,H4,43,2,H4,43,2,0,0,194,194,0,0
W52,71,Doctor,194,H64,73,2,H64,73,2,Unmatched,0,0,Unmatched,0,0,H64,73,2,H64,73,2,0,0,194,194,0,0
W85,71,Doctor,195,H73,13,1,H73,13,1,Unmatched,0,0,Unmatched,0,0,H73,13,1,H73,13,1,0,0,193,193,0,0
W74,71,Doctor,196,H53,135,4,H53,135,4,Unmatched,0,0,Unmatched,0,0,H53,135,4,H53,135,4,2,2,194,194,0,0
W135,71,Doctor,197,H35,159,1,H35,159,1,Unmatched,0,0,Unmatched,0,0,H35,159,1,H35,159,1,7,7,193,193,0,0
W165,71,Doctor,198,H70,143,4,H70,143,4,Unmatched,0,0,Unmatched,0,0,H70,143,4,H70,143,4,3,3,193,193,0,0
W121,71,Doctor,199,H71,138,-1,H71,138,-1,Unmatched,0,0,Unmatched,0,0,H108,176,2,H108,176,2,8,8,193,193,0,0
W62,71,Doctor,200,H100,190,5,H100,190,5,Unmatched,0,0,Unmatched,0,0,H100,190,5,H100,190,5,13,13,194,194,0,0
H32,71,Hospital,1,W144,1,1,W144,1,1,W144,1,1,W144,1,1,W144,1,1,W144,1,1,0,0,0,0,0,0
H125,71,Hospital,2,W168,1,1,W168,1,1,W168,1,1,W168,1,1,W168,1,1,W168,1,1,0,0,0,0,0,0
H172,71,Hospital,3,W88,1,1,W88,1,1,W88,1,1,W88,1,1,W88,1,1,W88,1,1,0,0,0,0,0,0
H33,71,Hospital,4,W160,1,1,W160,1,1,W160,1,1,W160,1,1,W160,1,1,W160,1,1,0,0,0,0,0,0
H23,71,Hospital,5,W95,1,1,W95,1,1,W95,1,1,W95,1,1,W95,1,1,W95,1,1,0,0,0,0,0,0
H152,71,Hospital,6,W82,1,1,W82,1,1,W147,2,2,W147,2,2,W82,1,1,W82,1,1,0,0,1,1,0,0
H46,71,Hospital,7,W10,1,1,W10,1,1,W159,87,-1,W159,87,-1,W10,1,1,W10,1,1,0,0,83,83,0,0
H36,71,Hospital,8,W149,1,1,W149,1,1,Unmatched,0,0,Unmatched,0,0,W149,1,1,W149,1,1,0,0,193,193,0,0
H21,71,Hospital,9,W22,1,1,W22,1,1,Unmatched,0,0,Unmatched,0,0,W22,1,1,W22,1,1,0,0,193,193,0,0
H82,71,Hospital,10,W133,1,1,W133,1,1,Unmatched,0,0,Unmatched,0,0,W133,1,1,W133,1,1,0,0,193,193,0,0
H49,71,Hospital,11,W9,1,1,W9,1,1,Unmatched,0,0,Unmatched,0,0,W9,1,1,W9,1,1,0,0,193,193,0,0
H103,71,Hospital,12,W198,1,1,W198,1,1,Unmatched,0,0,Unmatched,0,0,W198,1,1,W198,1,1,0,0,193,193,0,0
H25,71,Hospital,13,W96,1,1,W96,1,1,Unmatched,0,0,Unmatched,0,0,W96,1,1,W96,1,1,0,0,193,193,0,0
H73,71,Hospital,14,W85,1,1,W85,1,1,Unmatched,0,0,Unmatched,0,0,W85,1,1,W85,1,1,0,0,193,193,0,0
H155,71,Hospital,15,W138,1,1,W138,1,1,Unmatched,0,0,Unmatched,0,0,W138,1,1,W138,1,1,0,0,193,193,0,0
H126,71,Hospital,16,W13,1,1,W13,1,1,Unmatched,0,0,Unmatched,0,0,W13,1,1,W13,1,1,0,0,193,193,0,0
H9,71,Hospital,17,W47,1,1,W47,1,1,Unmatched,0,0,Unmatched,0,0,W47,1,1,W47,1,1,0,0,193,193,0,0
H63,71,Hospital,18,W176,1,1,W176,1,1,Unmatched,0,0,Unmatched,0,0,W176,1,1,W176,1,1,0,0,193,193,0,0
H185,71,Hospital,19,W131,1,1,W131,1,1,Unmatched,0,0,Unmatched,0,0,W131,1,1,W131,1,1,0,0,193,193,0,0
H193,71,Hospital,20,W31,3,3,W31,3,3,Unmatched,0,0,Unmatched,0,0,W31,3,3,W31,3,3,0,0,193,193,0,0
H34,71,Hospital,21,W179,1,1,W179,1,1,Unmatched,0,0,Unmatched,0,0,W179,1,1,W179,1,1,0,0,193,193,0,0
H67,71,Hospital,22,W154,1,1,W154,1,1,Unmatched,0,0,Unmatched,0,0,W154,1,1,W154,1,1,0,0,193,193,0,0
H200,71,Hospital,23,W153,1,1,W153,1,1,Unmatched,0,0,Unmatched,0,0,W153,1,1,W153,1,1,0,0,193,193,0,0
H190,71,Hospital,24,W6,1,1,W6,1,1,Unmatched,0,0,Unmatched,0,0,W6,1,1,W6,1,1,0,0,193,193,0,0
H60,71,Hospital,25,W34,1,1,W34,1,1,Unmatched,0,0,Unmatched,0,0,W34,1,1,W34,1,1,0,0,193,193,0,0
H86,71,Hospital,26,W91,2,2,W91,2,2,Unmatched,0,0,Unmatched,0,0,W91,2,2,W91,2,2,0,0,193,193,0,0
H19,71,Hospital,27,W28,1,1,W28,1,1,Unmatched,0,0,Unmatched,0,0,W28,1,1,W28,1,1,0,0,193,193,0,0
H194,71,Hospital,28,W111,1,1,W111,1,1,Unmatched,0,0,Unmatched,0,0,W111,1,1,W111,1,1,0,0,193,193,0,0
H154,71,Hospital,29,W39,1,1,W39,1,1,Unmatched,0,0,Unmatched,0,0,W39,1,1,W39,1,1,0,0,193,193,0,0
H156,71,Hospital,30,W183,1,1,W183,1,1,Unmatched,0,0,Unmatched,0,0,W183,1,1,W183,1,1,0,0,193,193,0,0
H158,71,Hospital,31,W83,1,1,W83,1,1,Unmatched,0,0,Unmatched,0,0,W83,1,1,W83,1,1,0,0,193,193,0,0
H159,71,Hospital,32,W55,1,1,W55,1,1,Unmatched,0,0,Unmatched,0,0,W55,1,1,W55,1,1,0,0,193,193,0,0
H137,71,Hospital,33,W151,1,1,W151,1,1,Unmatched,0,0,Unmatched,0,0,W151,1,1,W151,1,1,0,0,193,193,0,0
H24,71,Hospital,34,W178,1,1,W178,1,1,Unmatched,0,0,Unmatched,0,0,W178,1,1,W178,1,1,0,0,193,193,0,0
H151,71,Hospital,35,W15,1,1,W15,1,1,Unmatched,0,0,Unmatched,0,0,W15,1,1,W15,1,1,0,0,193,193,0,0
H62,71,Hospital,36,W40,1,1,W40,1,1,Unmatched,0,0,Unmatched,0,0,W40,1,1,W40,1,1,0,0,193,193,0,0
H39,71,Hospital,37,W172,1,1,W172,1,1,Unmatched,0,0,Unmatched,0,0,W172,1,1,W172,1,1,0,0,193,193,0,0
H138,71,Hospital,38,W158,1,1,W158,1,1,Unmatched,0,0,Unmatched,0,0,W158,1,1,W158,1,1,0,0,193,193,0,0
H31,71,Hospital,39,W7,1,1,W7,1,1,Unmatched,0,0,Unmatched,0,0,W7,1,1,W7,1,1,0,0,193,193,0,0
H179,71,Hospital,40,W70,1,1,W70,1,1,Unmatched,0,0,Unmatched,0,0,W70,1,1,W70,1,1,0,0,193,193,0,0
H51,71,Hospital,41,W4,1,1,W4,1,1,Unmatched,0,0,Unmatched,0,0,W4,1,1,W4,1,1,0,0,193,193,0,0
H38,71,Hospital,42,W33,1,1,W33,1,1,Unmatched,0,0,Unmatched,0,0,W33,1,1,W33,1,1,0,0,193,193,0,0
H123,71,Hospital,43,W18,1,1,W18,1,1,Unmatched,0,0,Unmatched,0,0,W18,1,1,W18,1,1,0,0,193,193,0,0
H98,71,Hospital,44,W156,1,1,W156,1,1,Unmatched,0,0,Unmatched,0,0,W156,1,1,W156,1,1,0,0,193,193,0,0
H4,71,Hospital,45,W3,1,1,W3,1,1,Unmatched,0,0,Unmatched,0,0,W3,1,1,W3,1,1,0,0,193,193,0,0
H186,71,Hospital,46,W8,1,1,W8,1,1,Unmatched,0,0,Unmatched,0,0,W8,1,1,W8,1,1,0,0,193,193,0,0
H130,71,Hospital,47,W171,1,1,W171,1,1,Unmatched,0,0,Unmatched,0,0,W171,1,1,W171,1,1,0,0,193,193,0,0
H45,71,Hospital,48,W115,1,1,W115,1,1,Unmatched,0,0,Unmatched,0,0,W115,1,1,W115,1,1,0,0,193,193,0,0
H97,71,Hospital,49,W38,1,1,W38,1,1,Unmatched,0,0,Unmatched,0,0,W38,1,1,W38,1,1,0,0,193,193,0,0
H147,71,Hospital,50,W37,1,1,W37,1,1,Unmatched,0,0,Unmatched,0,0,W37,1,1,W37,1,1,0,0,193,193,0,0
H6,71,Hospital,51,W93,1,1,W93,1,1,Unmatched,0,0,Unmatched,0,0,W93,1,1,W93,1,1,0,0,193,193,0,0
H107,71,Hospital,52,W94,3,2,W94,3,2,Unmatched,0,0,Unmatched,0,0,W94,3,2,W94,3,2,0,0,193,193,0,0
